hamstrings_l_a,bifemsh_l_a,glut_max_l_a,iliopsoas_l_a,rect_fem_l_a,vasti_l_a,gastroc_l_a,soleus_l_a,tib_ant_l_a,hamstrings_r_a,bifemsh_r_a,glut_max_r_a,iliopsoas_r_a,rect_fem_r_a,vasti_r_a,gastroc_r_a,soleus_r_a,tib_ant_r_a
0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.113973922755,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626,0.0108584933626
0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0981869411138,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579,0.0107545540579
0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0851999730412,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165,0.0106632231165
0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0744110246063,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673,0.0105829655673
0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.065374764163,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629,0.0105124345629
0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0577546782258,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395,0.0104504480395
0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0512917841004,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357,0.0103959683357
0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0457835767312,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834,0.0103480843834
0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.0410695031528,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132,0.010305996132
0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0370207165686,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198,0.0102690009198
0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0335327055231,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406,0.0102364815406
0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0305198967065,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905,0.0102078957905
0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0279116392293,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074,0.0101827673074
0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.0256491730369,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539,0.010160677539
0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.023683309649,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996,0.0101412586996
0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0219726361075,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914,0.0101241875914
0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0204821084258,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817,0.0101091801817
0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0191819386549,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445,0.0100959868445
0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0180467057939,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824,0.0100843881824
0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0170546392757,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584,0.0100741913584
0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0161870367976,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749,0.0100652268749
0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0154277877699,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438,0.0100573457438
0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0147629804957,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014,0.0100504170014
0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0141805763263,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256,0.0100443255256
0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0136701377879,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167,0.0100389701167
0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0132226005377,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127,0.0100342618127
0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.0128300811419,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408,0.010030122408
0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0124857143396,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518,0.0100264831518
0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.01218351471,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042,0.0100232836042
0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0119182586635,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313,0.0100204706313
0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0116853834294,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212,0.0100179975212
0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0114809003461,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077,0.0100158232077
0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0113013202252,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876,0.0100139115876
0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.011143588958,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209,0.0100122309209
0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0110050318383,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027,0.0100107533027
0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0108833053313,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006,0.0100094542006
0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0107763552221,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463,0.0100083120463
0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0106823802426,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777,0.0100073078777
0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0105998004208,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238,0.0100064250238
0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0105272295029,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279,0.0100056488279
0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0104634509009,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042,0.0100049664042
0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0104073966948,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239,0.0100043664239
0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0103581292854,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266,0.0100038389266
0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0103148253528,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557,0.0100033751557
0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.01027676182,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122,0.0100029674122
0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0102433035653,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275,0.0100026089275
0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0102138926596,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506,0.0100022937506
0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0101880389347,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496,0.0100020166496
0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.010165311716,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244,0.0100017730244
0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.0101453325717,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831,0.010001558831
0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0101277689531,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137,0.0100013705137
0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0101123286134,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465,0.0100012049465
0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100987547102,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809,0.0100010593809
0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100868215058,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007,0.0100009314007
0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100763305923,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814,0.0100008188814
0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100671075763,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552,0.0100007199552
0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.0100589991676,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298,0.01000063298
0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100518706218,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119,0.0100005565119
0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100456034935,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817,0.0100004892817
0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100400936625,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733,0.0100004301733
0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100352495997,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056,0.0100003782056
0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.0100309908429,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516,0.010000332516
0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100272466579,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459,0.0100002923459
0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100239548613,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287,0.0100002570287
0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.0100210607865,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978,0.010000225978
0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100185163744,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784,0.0100001986784
0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100162793743,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768,0.0100001746768
